"animal_id","condition","run_number","run_time","Step Width (Hind)","Step Width (Front)","Step Length (Left)","Step Length (Right)","Toe Clearance Forepaw (Right)","Toe Clearance Hindpaw (Right)","Toe Clearance Forepaw (Left)","Toe Clearance Hindpaw (Left)","Iliac Crest Height (Right)","Iliac Crest Height (Left)","Hip Height (Right)","Hip Height (Left)","Tail Base Height (Right)","Tail Base Height (Left)","Shoulder Height (Right)","Shoulder Height (Left)","Protraction/Retraction (Right)","Protraction/Retraction (Left)","Nose Height","Tail Tip Height","Front Paw Drag (Right)","Front Paw Drag (Left)","Hind Paw Drag (Right)","Hind Paw Drag (Left)","Head Rotation","Hip Angle (Right)","Knee Angle (Right)","Shoulder Angle (Right)","Shoulder Angle (Left)","Elbow Angle (Right)","Elbow Angle (Left)","Wrist Angle (Right)","Wrist Angle (Left)","Ankle Angle (Right)","Hip Angle (Left)","Knee Angle (Left)","Ankle Angle (Left)","Tail Angle (Side View)","Front Right Paw Velocity","Front Right Paw Acceleration","Front Left Paw Velocity","Front Left Paw Acceleration","Hind Right Paw Velocity","Hind Right Paw Acceleration","Hind Left Paw Velocity","Hind Left Paw Acceleration"
"251001","PreSCI","01",7.3,0.048091850112656,0.0377744913406551,0.0807434401434494,0.0782501274353923,0.00600100424890017,0.00487729028003145,0.00651170561168639,0.00388075980064935,0.062389614395283,0.0627018610417062,0.0466866157698113,0.0482982288530449,0.0347395897218905,0.0341761386021523,0.384748771136052,0.0532137556650869,0.0589853017654088,0.0590173617763033,0.0359266376517827,0.0347395897218905,0.00390871027800338,0.0198051508739645,0.00487729028003145,0.0179747673590909,-0.00501221654909091,100.172486995035,89.1233798627544,115.068553875683,112.297314284033,121.257136092096,124.448302266831,146.14082751229,155.0759516096,86.3603496965645,99.6748724079388,84.0113561342505,93.3847231362801,173.021078215923,4.03769925e-05,8.75378984674329e-06,2.38127019267823e-05,-1.53902226487524e-06,5.05890630357143e-05,2.94168185053381e-06,8.05148801498127e-06,3.64647276119403e-06
"251001","PreSCI","02",2.44,0.0591936411479769,0.0353595665313726,0.079061383573913,0.0803190981265701,0.00916714092608696,0.00829599008820513,0.00680207483940678,0.00681445646909091,0.0638314891942857,0.0632395473807512,0.0492517506103774,0.049411895185514,0.0411731398314136,0.0404701725950311,0.390769979077885,0.0513401239084507,0.0591652451714286,0.0590612330759091,0.0202044066156951,0.0411731398314136,0.00523310979304348,0.0156436528317797,0.00829599008820513,0.0155943188768182,0.0195146400040698,111.214962669565,90.9799069711835,116.807312078612,120.40135287923,115.782167129468,115.129770515898,147.433858021995,165.160114481969,92.7101692330573,102.423702605908,93.6385344373241,94.3534292417695,167.109740964255,0.000190835254146341,-2.9432747826087e-05,0.000278858394054054,5.1466486631016e-06,0.000283657943712575,5.0196022754491e-05,4.42297145348837e-05,3.77411931428571e-05
"251001","PreSCI","03",3.34,0.0531012456334746,0.0441753695609195,0.0821276753439863,0.075653322125,0.00478371533171521,0.00797620814186851,0.00516821235920245,0.00734239362604167,0.0658064607498233,0.0640045993915789,0.0510199577126761,0.0513855463003497,0.0460871919163347,0.0423878720261364,0.387700314733808,0.0490274340075085,0.0608671496653979,0.0600252303783505,0.0148779409891986,0.0460871919163347,0.00457327717734628,0.0165150126702454,0.00797620814186851,0.0118035009260417,0.0194565325400901,103.236613325238,95.1601129468166,112.003078061738,110.770797305157,110.576084199493,109.781923288127,152.265224970612,151.783224117361,95.7080342700156,98.8447980468164,87.5345705765826,103.137465218091,175.26583552302,1.62770382716049e-05,-6.8154293877551e-06,6.63023060836502e-05,-7.00452301886792e-06,0.000237276039574468,1.47058835443038e-05,8.27926633027523e-05,-7.84045388127854e-06
"251002","PreSCI","01",4.11,0.0522051486701493,0.0453946043118519,0.060967203116955,0.0606681026575472,0.00706139655250737,0.00503502703893557,0.00661253176935484,0.00743882963562874,0.0669037594822535,0.068844569806,0.0516831768348066,0.0554412764916905,0.0471573533599369,0.0460975011047771,0.386494463715,0.0551975182390671,0.0610101187060274,0.0638952298034286,0.0137306653938235,0.0471573533599369,0.00591199380619469,0.0174322539844086,0.00503502703893557,0.0141313487781437,0.000413286991561181,104.844655800862,96.7424019179941,115.783576912018,112.884716292367,113.794010323859,118.036019865163,148.891798926911,156.268134992525,95.7764761932416,102.515465601445,96.7039176608276,106.220914634282,150.256271688482,-2.26860121323529e-05,-8.20785693430657e-06,3.39973938223938e-06,-1.61864436781609e-05,2.34194418518519e-05,-3.68857555555556e-06,3.96792876651982e-05,1.55370956937799e-06
"251002","PreSCI","02",3.43,0.0428925092648536,0.0488087353191729,0.0462737995568345,0.0552483532164234,0.00721356547785016,0.00596295125214286,0.00688995676908517,0.00464897994075342,0.0648386701808219,0.06418221478223,0.050182117697482,0.0516818993529617,0.0488745226069767,0.0468589295230769,0.383537780757639,0.0509779911297203,0.0619646389780405,0.0604797725691781,0.0196816206913043,0.0488745226069767,0.00562054248235294,0.0175011059962145,0.00596295125214286,0.0151576673599315,0.00806969286575343,109.299740681689,97.0147693528597,118.808056867005,114.181706950442,116.898349594833,114.659939886395,150.343113671434,153.822907258804,102.809479030716,102.301861795653,95.9568183934398,100.558496725978,123.140691633928,-2.509412e-05,-8.48909473684211e-06,6.54800335820895e-06,-1.735063e-05,7.85551526066351e-05,3.01836051643192e-05,0.000179002811934156,3.01318563265306e-05
"251002","PreSCI","03",3.29,0.0518331737947644,0.0359375014206731,0.0202871836940928,0.0608535832133028,0.0066682491826087,0.00729040979280303,0.00658794461954023,0.00623419123231939,0.0672771959117216,0.0663526253297794,0.0506713020923372,0.0534406798397436,0.0445698398140562,0.0429663421785408,0.384652134066255,0.0540293333320611,0.0613306878974453,0.0611058292927273,0.0292231886610879,0.0445698398140562,0.00558387342213439,0.0162441752701149,0.00729040979280303,0.0141664861749049,0.00339909796111111,101.13367716277,95.2945145676107,122.173371114364,119.359836664687,117.508850999966,121.795852548248,154.796644917753,162.46692825536,93.8449069783526,101.682754210755,96.9390094004668,99.3557730221618,137.704281143703,-3.39062592592593e-06,7.02922461538462e-06,-2.48421819047619e-05,7.03068867924528e-07,5.19677739569367e-19,5.76272571428571e-07,3.38088697916667e-06,-1.52745191709845e-05
"251004","PreSCI","01",3.2,0.0641513618316667,0.0529075237131868,0.0159644558360976,0.0202803512044335,0.00652931386423841,0.0124424913413043,0.0086896329044586,0.0126021234486928,0.0663006001,0.0661481805212871,0.0424411363021429,0.0524492857565,0.0363083881911439,0.0398195608762712,0.388127581720789,0.0497365759680412,0.0553691112902174,0.0475946738222222,0.0222293723094595,0.0363083881911439,0.00679418842715232,0.0145743038512739,0.0124424913413043,0.0101255375094771,0.00729751283030303,82.818039087449,90.1450048380618,113.350202327116,112.816086724549,127.02639880301,126.783745455253,154.566367388879,153.984900098684,111.005838008909,79.3737374266416,118.751400776491,99.6289226265067,110.070453716249,1.16291076923077e-05,-1.07882657608696e-05,-4.23625443786982e-07,-7.15822485207101e-07,3.06261843575419e-05,2.47115580110497e-06,9.60451145223663e-19,-9.01371584699454e-08
"251004","PreSCI","04",2.74,0.0596380757759657,0.0480472982208696,0.0729858366186047,0.0790793818625514,0.0115138762765873,0.00543566169818182,0.00490419028106061,0.00971214212781955,0.0646524253494545,0.0703798925043636,0.0501720070195402,0.0550753407309091,0.0371805252865455,0.0427944906801527,0.39540613578365,0.0568618162049242,0.0614471605192727,0.0629764578461818,0.0223670582786008,0.0371805252865455,0.00572331511076923,0.0172051466617424,0.00543566169818182,0.0164950154165414,0.00370437802397661,102.705808732779,93.1302975188971,115.923211973922,115.205879289726,110.928001795182,112.152754072032,151.835370963517,154.246788834025,92.6078188674593,100.896700300817,92.6393906870753,96.4716249948855,143.51708705174,3.41119115044248e-06,2.59469939393939e-05,0.000201921409090909,3.24999137931034e-07,0.000133838832432432,9.02784508928571e-06,0.000218478038709677,3.03547796e-05
"251004","PreSCI","05",10.37,0.0504576037103909,0.0372451470839849,0.0234104323797203,0.0396112475193384,0.00806010902371032,0.0098564824419,0.00428639057134387,0.00689902969604352,0.0651577412262846,0.0648883378066337,0.0478643419934653,0.0469127193583746,0.0281228917684476,0.0278227146431456,0.396133866846509,0.0555129618792969,0.0581057885577646,0.0604336522340594,0.0276547642274862,0.0281228917684476,0.00893367824226191,0.0182719813594862,0.0098564824419,0.0197003319467854,0.00194563436518883,100.572441888746,92.6323867292227,115.557396451005,114.616246618668,127.897025344124,128.322633081879,142.990902817514,164.835114403893,80.2437866400103,93.7257261317167,84.6782328171517,79.8445026793314,145.212083865245,6.91352848297214e-06,9.14064756944444e-07,-1.03108454773869e-06,-1.28358822055138e-06,8.44818292329957e-06,2.06561457431457e-06,3.51247193216855e-05,8.07803928205128e-06
"251005","PreSCI","01",2.96,0.0541591689922652,0.0446126270137056,0.0247680547994924,0.0391919850561905,0.00886402307842324,0.0107873889890244,0.00556194218850575,0.0061322431040724,0.0655276076753425,0.0631164725599078,0.0502571732809756,0.0492849754976415,0.0390077605153439,0.0375310087857895,0.383164329731532,0.0500797893029197,0.0569564489776423,0.0605852097936652,0.0210806993631579,0.0390077605153439,0.00626644847634855,0.0149142258354244,0.0107873889890244,0.0108179778547511,0.000808620650299401,98.9038660639048,99.2458701896599,118.340428349583,124.054251318135,119.787350054367,120.221863309309,154.801829820496,154.829334767033,103.921263172737,98.1682339162347,98.9339883732555,101.655955159159,153.754646389469,7.58484540540541e-06,-5.04254569892473e-06,3.68643055276382e-05,-1.56425771144279e-05,0.000218146975141243,-3.55454034090909e-06,4.70381881656805e-05,-7.55228165680473e-06
