"animal_id","condition","number_runs","total_run_time","Step Width (Hind)","Step Width (Front)","Step Length (Left)","Step Length (Right)","Toe Clearance Forepaw (Right)","Toe Clearance Hindpaw (Right)","Toe Clearance Forepaw (Left)","Toe Clearance Hindpaw (Left)","Iliac Crest Height (Right)","Iliac Crest Height (Left)","Hip Height (Right)","Hip Height (Left)","Tail Base Height (Right)","Tail Base Height (Left)","Shoulder Height (Right)","Shoulder Height (Left)","Protraction/Retraction (Right)","Protraction/Retraction (Left)","Nose Height","Tail Tip Height","Front Paw Drag (Right)","Front Paw Drag (Left)","Hind Paw Drag (Right)","Hind Paw Drag (Left)","Head Rotation","Hip Angle (Right)","Knee Angle (Right)","Shoulder Angle (Right)","Shoulder Angle (Left)","Elbow Angle (Right)","Elbow Angle (Left)","Wrist Angle (Right)","Wrist Angle (Left)","Ankle Angle (Right)","Hip Angle (Left)","Knee Angle (Left)","Ankle Angle (Left)","Tail Angle (Side View)","Front Right Paw Velocity","Front Right Paw Acceleration","Front Left Paw Velocity","Front Left Paw Acceleration","Hind Right Paw Velocity","Hind Right Paw Acceleration","Hind Left Paw Velocity","Hind Left Paw Acceleration","Step Width (Hind)_regularity_score","Step Width (Front)_regularity_score","Step Length (Left)_regularity_score","Step Length (Right)_regularity_score","Toe Clearance Forepaw (Right)_regularity_score","Toe Clearance Hindpaw (Right)_regularity_score","Toe Clearance Forepaw (Left)_regularity_score","Toe Clearance Hindpaw (Left)_regularity_score","Iliac Crest Height (Right)_regularity_score","Iliac Crest Height (Left)_regularity_score","Hip Height (Right)_regularity_score","Hip Height (Left)_regularity_score","Tail Base Height (Right)_regularity_score","Tail Base Height (Left)_regularity_score","Shoulder Height (Right)_regularity_score","Shoulder Height (Left)_regularity_score","Protraction/Retraction (Right)_regularity_score","Protraction/Retraction (Left)_regularity_score","Nose Height_regularity_score","Tail Tip Height_regularity_score","Front Paw Drag (Right)_regularity_score","Front Paw Drag (Left)_regularity_score","Hind Paw Drag (Right)_regularity_score","Hind Paw Drag (Left)_regularity_score","Head Rotation_regularity_score","Hip Angle (Right)_regularity_score","Knee Angle (Right)_regularity_score","Shoulder Angle (Right)_regularity_score","Shoulder Angle (Left)_regularity_score","Elbow Angle (Right)_regularity_score","Elbow Angle (Left)_regularity_score","Wrist Angle (Right)_regularity_score","Wrist Angle (Left)_regularity_score","Ankle Angle (Right)_regularity_score","Hip Angle (Left)_regularity_score","Knee Angle (Left)_regularity_score","Ankle Angle (Left)_regularity_score","Tail Angle (Side View)_regularity_score","Front Right Paw Velocity_regularity_score","Front Right Paw Acceleration_regularity_score","Front Left Paw Velocity_regularity_score","Front Left Paw Acceleration_regularity_score","Hind Right Paw Velocity_regularity_score","Hind Right Paw Acceleration_regularity_score","Hind Left Paw Velocity_regularity_score","Hind Left Paw Acceleration_regularity_score"
"251001","PreSCI",3,13.08,0.0534622456313691,0.0391031424776491,0.0806441663537829,0.0780741825623208,0.00665062016890078,0.00704982950336836,0.00616066427009854,0.00601253663192731,0.0640091881131307,0.0633153359380121,0.0489861080309549,0.0496985567796362,0.0406666404898796,0.0390113944077732,0.387739688315915,0.051193771193682,0.0596725655340784,0.059367941743521,0.0236696617522255,0.0406666404898796,0.00457169908279771,0.0173212721253299,0.00704982950336836,0.0151241957206503,0.0113196519983563,104.874687663279,91.7544665935848,114.626314672011,114.489821489473,115.871795807019,116.453332023618,148.613303501633,157.339763402977,91.5928510665458,100.314457686888,88.3948203827191,96.9585391987136,171.798884901066,8.24964283059821e-05,-9.16479578903292e-06,0.000122991134021496,-1.13229887354719e-06,0.000190507682107586,2.26145293831095e-05,4.50246219508724e-05,1.11824040075909e-05,0.955459693378486,0.918189632131498,0.844429016086999,0.821304552901691,0.893988617240786,0.852143684095685,0.874576879078623,0.815698204280774,0.998276856583832,0.998837025148488,0.995800828639168,0.997435511432582,0.988701994168706,0.993513510610114,0.999949489650767,0.997969535169512,0.99336862257142,0.994616860020156,0.904165952697319,0.988701994168706,0.844347242645549,0.980078224146872,0.852143684095685,0.948666626815824,0.733900018195464,0.995116161535377,0.987135446159613,0.999802837339153,0.996305892826061,0.993241448708847,0.993971541708071,0.996698760866034,0.998433494192654,0.987758470526352,0.991151274560934,0.99010110662118,0.999841087677864,0.999910804448522,0.384270055572549,0.104553655127116,0.431676728693033,0.213566579995234,0.700964659237924,0.203706860019984,0.513330862919671,0.409164039802263
"251002","PreSCI",3,10.83,0.0489769439099224,0.043380280350566,0.0425093954559608,0.0589233463624244,0.00698107040432208,0.00609612936129382,0.00669681105266008,0.00610733360290052,0.066339875191599,0.0664598033060031,0.0508455322082086,0.0535212852281319,0.0468672385936566,0.0453075909354649,0.384894792846298,0.0534016142336161,0.0614351485271711,0.0618269438884446,0.0208784915820719,0.0468672385936566,0.00570546990356067,0.0170591784169127,0.00609612936129382,0.0144851674376601,0.00396069260614191,105.092691215107,96.3505619461549,118.921668297796,115.475419969166,116.067070306219,118.163937433269,151.343852505366,157.519323502229,97.4769540674368,102.166693869284,96.5332484849114,102.045061460807,137.033748155371,-1.70569193527596e-05,-3.22257568525469e-06,-4.96481305477119e-06,-1.09446682700788e-05,3.39915314861625e-05,9.02376739339742e-06,7.40209955261738e-05,5.47034890830805e-06,0.974857423485887,0.898427292486568,0.852370972115129,0.887380335157113,0.8405522200611,0.863272918201524,0.856673821134452,0.875328965407717,0.999001028387858,0.999211062339505,0.999376998211793,0.998332628111175,0.994338499612523,0.996679142741158,0.999970914445315,0.997507113817908,0.992359558669576,0.993463659588626,0.930356116999359,0.994338499612523,0.796676353177576,0.97478030795903,0.863272918201524,0.971969933911354,0.675594744871884,0.991945957880649,0.994727289833609,0.995446575838873,0.995713254520396,0.991574576650664,0.992743773456948,0.997922554247321,0.998346787237738,0.989916706690345,0.991344210581928,0.99976121038218,0.983940261767597,0.957667133516813,0.486385388573215,0.359355811921356,0.639459991186834,0.371992150401734,0.664421764059792,0.765562309706606,0.833116326264728,0.655156700328489
"251004","PreSCI",3,16.31,0.0580823471060078,0.0460666563393471,0.0374535749448075,0.0463236601954411,0.00870109972151201,0.00924487849379539,0.00596007125228769,0.00973776509085196,0.0653702555585797,0.0671388036107615,0.0468258284383828,0.0514791152819279,0.0338706017487123,0.0368122553998565,0.393222528116983,0.0540371180174208,0.0583073534557516,0.0570015946341545,0.0240837316051822,0.0338706017487123,0.00715039392672782,0.0166838106241675,0.00924487849379539,0.0154402949576013,0.00431584173982282,95.3654299029915,91.9692296953939,114.943603584015,114.212737544314,121.950475314105,122.419710869721,149.797547056637,157.688934445534,94.619147838793,91.3320546197251,98.6896747602395,91.9816834335745,132.933208211078,7.31794244190744e-06,5.35759764515627e-06,6.68222330331278e-05,-5.58137189275815e-07,5.7637733237758e-05,4.52153848823509e-06,8.45342526771213e-05,1.27808939078604e-05,0.944614379650483,0.926678603698396,0.847865418496218,0.906332955358296,0.917899271440005,0.89791447415025,0.848614389030648,0.921321701217468,0.998268774699458,0.998911074577365,0.977623281220613,0.99831941065398,0.971571643601827,0.989152641542439,0.999957462482302,0.998074007521918,0.992588228579528,0.968061341528082,0.903202175218696,0.971571643601827,0.898242345507627,0.96514320949929,0.89791447415025,0.911681248591541,0.63915535273905,0.970440439675539,0.968365276296336,0.999829870896273,0.985385930586026,0.987343519812502,0.990745743458373,0.995015555629883,0.995847649399277,0.980177624704933,0.977840422638237,0.978945060839726,0.997115406205912,0.935282334162139,0.556083452345384,0.487288638851074,0.639082363073458,0.485244488541491,0.548107398131197,0.50847645210296,0.424386997951209,0.337674659369927
"251005","PreSCI",2,5.7,0.0531955826752737,0.0363688880727351,0.0237389819476737,0.0450571697122619,0.00815983180546162,0.00902250202902547,0.00599891780117595,0.00792747724998702,0.0661786967807823,0.0655121588345622,0.0501356138054199,0.051063055506548,0.0387183287263923,0.0385122069288244,0.383600482412657,0.053215338874625,0.0597582306715722,0.0607104320956131,0.0238387322981619,0.0387183287263923,0.00573880567717427,0.0148394438649622,0.00902250202902547,0.011234680811187,0.00348619442275244,100.455285575776,97.0706913240698,117.639562643633,123.023389146242,122.443757687638,122.174871741036,151.752504571914,150.182648490138,99.2014194146377,99.0433856105671,94.6128667647746,101.999647026469,159.55723717906,-1.36156628318885e-05,-1.93663272600558e-06,1.93504277638191e-05,-5.52574624952162e-06,0.00010898515401799,-1.88882745200794e-06,3.44033456751969e-05,1.63723506810316e-05,0.920199229673504,0.922826786789649,0.894990409119904,0.90110381132814,0.862658484651919,0.754352744002018,0.824973225039717,0.816950290004202,0.998728797496704,0.999541587241131,0.997748364835992,0.998194785704301,0.991256860690772,0.994624864240817,0.99996813035221,0.998249330145698,0.982817899970632,0.993462586237494,0.951886293984407,0.991256860690772,0.789732049768175,0.966594859436271,0.754352744002018,0.910585467978829,0.6185592312882,0.999866661347979,0.994250876110955,0.999855275117546,0.988067198305976,0.986278534498237,0.994782671601299,0.995467250621904,0.992616917263465,0.992033466391146,0.997064459410284,0.999839462812208,0.983643386094903,0.986578897472429,0.698776392931692,0.697128704584232,0.74312897357634,0.573770183981474,0.897782469265664,0.624000821984102,0.720448336134277,0.78083998086075
"251001","7DPI",3,7.3362756,0.0550444706481224,0.0326021127478724,0.0807534019985564,0.0857538408260464,0.00685568080225787,0.00442108739420393,0.00536343050687623,0.00633316835587585,0.0694346835179145,0.0684013516301325,0.0526928001844787,0.0527843072663234,0.042554031472974,0.04028704320888,0.387841711604225,0.0522214958740544,0.0663682137276042,0.0636397270962262,0.0163550118487168,0.042554031472974,0.0040140425433716,0.0198824833579995,0.00442108739420393,0.0165200770508892,0.0104622940502363,108.86836712252,97.3732570830867,127.571427795088,120.030931573208,94.070651839559,104.860739946636,162.818009016334,156.94832235466,97.1893584817138,99.8491406865118,90.4724848099877,102.006004905194,127.316690425378,0.00143520675849675,-2.36119831935553e-05,0.000136534622176064,6.69486105968661e-06,0.000249263313332321,7.25477511939668e-06,0.0002480066486007,1.68268786204373e-05,0.981484465550411,0.940175922140264,0.847406079507263,0.842675777645116,0.898835920684342,0.864846766012864,0.89496012572608,0.79865514940154,0.998954602259022,0.998712004251771,0.998659359876052,0.997642188291991,0.993219126066685,0.993576507332721,0.999978463076919,0.99695229403978,0.993934180941319,0.994822741175608,0.953939147198769,0.993219126066685,0.810632003452535,0.992772941688964,0.864846766012864,0.948983842590434,0.873172429534899,0.994811667529393,0.996075899837663,0.998295692137604,0.998645223895977,0.999806356485388,0.995330560583427,0.998613181644941,0.994344136239279,0.99304466759786,0.994204026645948,0.992981963323678,0.994216420901027,0.999297381306689,0.722261219604453,0.0996288621145165,0.51129990635219,0.142477509409855,0.649133213433485,0.377969517022579,0.644615249245435,0.267557437500019
"251002","7DPI",5,25.1724252,0.0538752517969027,0.0325914171845483,0.0782078576732149,0.0904860802114835,0.00711379056693736,0.00396149837027736,0.00451687553838201,0.00699155190040182,0.0669769592807868,0.0694816988286849,0.0505559041599434,0.0537014916873491,0.0397265879664868,0.0408674283244474,0.389475815365267,0.0573317878606858,0.0650060972665458,0.0634324680647738,0.0209269782832928,0.0397265879664868,0.00581438718882755,0.0260382684867784,0.00396149837027736,0.0246323499100819,-0.000972055111086725,109.297247158291,96.0822288914326,129.063915973514,123.944663262293,103.756869788898,112.087148841331,164.459170352991,154.059472005292,90.5048928381425,103.702150430826,92.9438665138396,92.3667200837883,158.893441884378,0.000293504852865392,3.83054318609484e-06,5.36987570039807e-05,-1.12978852935018e-06,8.84628120345459e-05,7.31885622196109e-07,0.000143193552012851,6.40667275016327e-06,0.978511783368759,0.947519610286893,0.873906993348929,0.880331727410369,0.90319124754997,0.889815598660596,0.897733908021613,0.917313546419264,0.998911218121882,0.999084046884951,0.998154529021384,0.997194717955259,0.970898080347217,0.981375065804836,0.999954478539304,0.996489949063111,0.998157443042187,0.9962333427316,0.901758968652029,0.970898080347217,0.87754220620112,0.995785937920123,0.889815598660596,0.989802685190978,0.562370507546407,0.997826519483823,0.996152648641118,0.997942727984538,0.998147926979989,0.996727832925345,0.99721159149783,0.999360013908251,0.993193913773001,0.998470530995467,0.993947010008004,0.994681672078256,0.991833788789714,0.996060809745878,0.644111919960447,0.09321054246807,0.306556300154449,0.197020892796077,0.390650142046964,0.125954707571463,0.449521121941441,0.169975161885259
"251003","7DPI",3,12.999844,0.0478219527101346,0.0261935501002979,0.0690846014522494,0.0764114015470006,0.00638695397519633,0.00577958664725337,0.00540942937306029,0.006337861909303,0.0642434080615557,0.0653246680217702,0.0502844584001867,0.0516842157415524,0.0447941296528715,0.0441328780335475,0.391193111766391,0.0530124261101629,0.0608801130117115,0.0602910948422339,0.0202207625668736,0.0447941296528715,0.00568319310239461,0.0192046237395772,0.00577958664725337,0.0173409724722773,0.00369042125540618,111.638570665168,99.7189542108614,130.843610698559,123.708596957374,98.2993781273062,104.182771326529,165.112561143703,162.457639341153,97.3398240278126,107.157507166754,99.9005537144432,100.295868799901,139.081668105399,0.000405364278510455,1.13158932932163e-05,5.16552980586243e-05,1.06110273700862e-05,8.71919425502402e-05,7.65855748093006e-07,5.26668704988871e-05,7.10292049175486e-06,0.982346760663056,0.923279259995158,0.844546306701149,0.83134409116147,0.93320810609789,0.886144630645557,0.911645782790311,0.836226530963835,0.997826496777176,0.998470177720553,0.996121395086385,0.996566680901576,0.988118977181124,0.991616627862388,0.999981308498474,0.998909066482865,0.995555866170308,0.996211548011743,0.952840786762347,0.988118977181124,0.914466257372304,0.992300253589023,0.886144630645557,0.97339563600172,0.4564636940002,0.998346244355878,0.998446097515766,0.99985859739724,0.999133890409891,0.999764050643681,0.999796958333307,0.999430653502705,0.998779492116211,0.997066885318212,0.997213064252475,0.999810537011964,0.993203303001197,0.999899183909939,0.619584671365257,0.105194662704267,0.243368354364558,0.0909051317082307,0.810426204190311,0.493972685263607,0.493580135108285,0.461194527199821
"251004","7DPI",4,16.6179824,0.0571164189716229,0.0323109149654969,0.0569829036347893,0.0806014773064556,0.00822359706332295,0.00571561726707753,0.00461008901249558,0.00540683695037145,0.0696513628658253,0.0683643659075115,0.0529493986346266,0.051927884244722,0.0396475790941625,0.0365688985501062,0.389017085134334,0.0560890030594096,0.0678298085518125,0.0639048646850772,0.0246518880084899,0.0396475790941625,0.00795154419211171,0.020916421536587,0.00571561726707753,0.0208066029241888,0.00361571531009306,114.706202478762,102.400582597289,128.382064164941,118.781857274357,101.178027113489,108.980546042302,165.032635119156,153.471050201568,98.9418506099907,102.489033310598,93.8934941591795,95.9251665454869,154.407225742848,0.000489669435007199,1.17041481291637e-06,1.37219865758269e-05,5.08353409966394e-06,6.23648121161373e-05,1.51508891620139e-07,5.84469159323438e-05,1.80753578779538e-06,0.971701483140907,0.938900019871128,0.878322019559793,0.833588174520979,0.925627972398214,0.845482846283776,0.891594573692487,0.88853562505627,0.998277953744909,0.998187800815629,0.997965181293924,0.994627368738709,0.977147847455871,0.977976777649901,0.999943395379594,0.996155901155463,0.995957159545762,0.997148509158998,0.88849833287136,0.977147847455871,0.915654964752656,0.993243523201062,0.845482846283776,0.991854442518302,0.373746346477284,0.995801303940813,0.998440855783312,0.999851593897126,0.999812302760182,0.99521992278536,0.997332996442473,0.999930397957077,0.997171083365233,0.992749293531647,0.9968362228428,0.991576756271185,0.993208268219076,0.9944046142555,0.716961716207305,0.0658081078900146,0.252879211828409,0.109182667464577,0.394066237815096,0.269792280987921,0.530814346233704,0.359424874297801
"251005","7DPI",6,36.8359216,0.0510638775675988,0.0306321491617904,0.0642943971966653,0.0793319770487263,0.00682921869613678,0.00512978018265979,0.00526243134395554,0.00561816112852405,0.0663507734386223,0.0650887559966596,0.0496168929918033,0.0486158758588584,0.0363543803710686,0.035155173415342,0.390303923458084,0.0549535063586203,0.0632127002883141,0.0610023066388989,0.0224800765655069,0.0363543803710686,0.00757087781273192,0.0146021078197851,0.00512978018265979,0.0152285662903885,0.0022361075871667,112.592897692238,95.2701350147273,127.446486645536,121.57298251031,107.361750524987,111.311946225799,159.021760540944,159.371043278015,88.9563992217646,102.995894586264,93.4693234076893,93.6122144828297,170.813625462093,0.000255701540647162,-4.65161831889625e-06,2.52470016412102e-05,1.10932852049258e-06,8.37844132393665e-05,6.80647494151627e-06,0.000107952994694508,2.62442352912112e-06,0.976933854386359,0.915356481460855,0.845025530468465,0.872503275095754,0.909316328528028,0.916706243797146,0.87656636049767,0.91307939017614,0.998740393064693,0.999142485670377,0.998120740863718,0.998062248502894,0.990864355225176,0.994318796049817,0.999961693704388,0.99802568702891,0.995310380732391,0.997431493119999,0.910624845981781,0.990864355225176,0.920226432855208,0.980556783694441,0.916706243797146,0.986234219440784,0.569579229873185,0.995391472528057,0.997879715518738,0.999850256984927,0.999829513943596,0.997336076417915,0.994229516573549,0.99877917499303,0.998571964439272,0.995913015478754,0.994262152368491,0.995467031812858,0.981512167734976,0.99989718608181,0.54570226275553,0.0732568160045223,0.17452540676414,0.159807420309508,0.4454673962055,0.354610791938935,0.401044719132316,0.0742641010631245
"251001","14DPI",3,25.91,0.0490665052717327,0.0303778160039338,0.0726492327641726,0.086483892786629,0.00609350232463739,0.00631984797446747,0.00489513426081353,0.00449008030839979,0.0720795794160225,0.0682568568884065,0.055100384728328,0.0509198606201994,0.0377043183159267,0.0341633784814809,0.387578907466128,0.054926526762268,0.0666586164661386,0.0642194054584819,0.0187499490452021,0.0377043183159267,0.00583003606778741,0.0196705274019117,0.00631984797446747,0.0177251342060034,0.00907881364547552,112.328528926294,102.042882503541,129.736308051707,120.688349639091,99.3894407921774,112.485669444787,157.776942094239,153.713568761251,97.0079838073762,97.7403092055201,96.0850955835272,100.245873342494,111.816865293742,0.000219399914500182,4.50068064028119e-06,4.33107136129786e-05,4.74246768389693e-06,3.99376430164962e-05,2.5749951784768e-06,3.64867923241504e-05,6.28913197882709e-06,0.986052865320433,0.944617839964765,0.889283252659875,0.881067864066383,0.917499573329917,0.854645975133885,0.916545253816253,0.884155532508864,0.998667445628383,0.998106618693736,0.997679931287405,0.996032397332422,0.981972293274834,0.981010684180674,0.999970042286722,0.997829907540262,0.993438387425324,0.997687499948704,0.909938406933962,0.981972293274834,0.90776933217172,0.994419374334112,0.854645975133885,0.991001473131868,0.587604952336322,0.999809045921732,0.999753190297087,0.999842565601353,0.999807528822861,0.999760071074587,0.995302310968239,0.999287889660865,0.996740077678399,0.995271340562206,0.998107531592296,0.999773860887618,0.999752111539684,0.929157951521688,0.633976304072352,0.0879604931765287,0.490244596271147,0.0941731779719264,0.468462308465968,0.377061254005801,0.49167433253737,0.156464497447584
